like,for,com,sum,date,content 
1080,39,231,1350,2019-09-09,#茶颜悦色[超话]# 岳麓山店今日撤店，升级改造，预计十一恢复营业，爬山的朋友们这个月得在山脚下买茶颜咯。
701,5,131,837,2019-09-06,二十万粉 #茶颜与我的回忆#  到现在就告一段落啦，明天会将礼物统一寄出，非常感谢大家的参与。话题里近千条微博都有认真阅读，没有办法满足到所有人，但我们可以一起期待下一次。看到了很多四五年前就相识的老朋友，也有很多只有一面之缘的外地朋友，大家都有不同的故事，但每个故事里的真情实感是相同...
117,5,18,140,2019-09-06,信斯  的微博: #茶颜与我的回忆#  是桂花落时茶幽香。随手一截九宫，日饮茶颜300ml，不辞长做长沙人。 难得痴绝，奶茶三千，独取此一瓢饮~ 看在同一天生日的份上，看我一眼好不好 @茶颜悦色官方微博     长沙
67,1,16,84,2019-09-06,皮蛋肥又Zhou·  的微博: #茶颜与我的回忆#   󾠮️大主持人  我是在一场超级话题里的斗争中得到胜利的小陈，记得当时话题还是被“盗版”管理，凭借多年追星技能，成功变成了一代主持人！好怀念那时候和M还有pp一起因为喜欢茶颜而战斗的日子 （虽然现在是小透明一个，但是还是时时刻刻关注阿） 󾠯️二代锦鲤 是被好运包围...
594,37,286,917,2019-09-06,#茶颜悦色[超话]#   夏末特惠，会员感恩专享——妖精立减七元券。 喜欢长沙，喜欢长沙的妖精婆，快去看看你的会员中心吧～
204,3,34,241,2019-09-05,小瑾马甲  的微博: #茶颜悦色[超话]# #茶颜与我的回忆#   高中时候跟好朋友去看电影，我第一次进了茶颜悦色的店里。看不懂那些奶茶的名字，我点了一杯幽兰拿铁，说这个好好看呀。拿到后喝一口……从此就抛弃了泊富某家每天都喝的奶茶店，投入了茶颜的怀抱（后来这家店的店长也跳去茶颜悦色了哈哈哈哈）。高二高三每次和朋友...
128,1,26,155,2019-09-05,·ThORns·  的微博: #茶颜与我的回忆# #茶颜与我的回忆# 易悲易喜易怒 感性大于理性 念旧大于一切 收集癖攒了这么多年的东西和截图 就算被限流也要给大家看 我喜欢的小茶颜有多好 是有回声的爱 @茶颜悦色官方微博
1038,38,256,1332,2019-09-05,#茶颜悦色[超话]#  入驻盒马鲜生，首店今日开业 地址：长郡中学不了锅附近盒马鲜生二楼 电话：132 9747 1226 营业时间：9:30-22:00（特殊情况同盒马鲜生） 温馨提示：作为入驻商家，我们的系统需与盒马鲜生保持一致，故该店仅支持盒马鲜生app付款，且无法使用茶颜会员，望大家理解。
327,22,101,450,2019-09-04,来的时候买草莓冰淇淋  的微博: #茶颜悦色[超话]# [音乐]  #茶颜与我的回忆#   6.29来到长沙看快乐大本营，和一起喜欢王俊凯的螃蟹朋友，这个佛系老板早就听说，即使长沙已经十步一家了，就是不在其他城市开，所以这几天我们成功一天三杯。茶颜悦色的回忆是和王俊凯、螃蟹朋友在一起的，王俊凯，茶颜悦色，螃蟹，甜蜜的味道，这几个标签...
147,1,32,180,2019-09-04,与卿对酌  的微博: #茶颜与我的回忆#   图一:随便翻翻朋友圈，一个月大概能发七八条和茶颜有关的吧。 图二:为了参加小主节，提前和家长打招呼准时接孩子。虽然最后到了现场因为人多也没参加。 #茶颜悦色[超话]#
214,18,48,280,2019-09-04,GTBEEZZY  的微博: #茶颜与我的回忆# 茶颜算是异地恋难熬的日子里限量版的甜 每次我说“我好想喝茶颜” 我都在说“我好想你”
255,9,65,329,2019-09-03,烟雨轻寒_Ces  的微博: #茶颜悦色[超话]#   #茶颜与我的回忆# 三年前来湖南上学，大一跨年那次来长沙玩第一次喝到茶颜，那一瞬间就爱上了茶颜。18年5月开了这个微博，前两天微博十周年时候回顾发现，自己第一条微博就是茶颜。之后越来越爱，也热衷于去每一个概念店打卡！(除了概念店，太平街另一家店也很好看) 最爱的top3 :桂花...
460,2,71,533,2019-09-03,艾穆啊  的微博: #茶颜与我的回忆# 五年前第一次喝到茶颜就喜欢上了 @茶颜悦色官方微博
145,9,39,193,2019-09-03,鲛_leprechaun  的微博: #茶颜悦色[超话]# #茶颜与我的回忆#   久远的记忆 远古的呼唤 （然后很多谜底都下架了[喵喵]）
1782,44,293,2119,2019-09-03,#茶颜悦色[超话]#   今日特邀茶颜刘昊然和茶颜可达鸭协助，十万粉抽奖的所有奖品已打包完成。 接下来又是 #茶颜与我的回忆#  开奖环节了[并不简单]
420,6,67,493,2019-09-02,天心区石原晴美  的微博: #茶颜与我的回忆# 话太多超过140个字了，我和阿茶的故事大概能追随到他在长郡开第一家店的时候 @茶颜悦色官方微博   #茶颜悦色[超话]#
272,4,48,324,2019-09-02,想飞的橘子w  的微博: #茶颜与我的回忆# 都是回忆
259,5,43,307,2019-09-02,柠檬没开花  的微博: #茶颜与我的回忆# #茶颜悦色#   我是16年入的茶颜的坑。 很多时候都觉得自己是个佛系而又感性的人，本来这次想聊几句和茶颜的故事，一不小心写太多变成了文章  茶颜是可以一直热愛的茶  还是很希望能被官博翻牌的 @茶颜悦色官方微博   千言万语最后想说： 愛茶颜真是太好了。
1433,8,339,1780,2019-09-02,#茶颜悦色[超话]#   抽奖的时候确实很爽 完全忘记了打包的痛苦😅
1023,6,191,1220,2019-09-01,#茶颜悦色[超话]#   知乎茶也太平街店小伙伴在店里拾得现金若干，请失主前去认领哦
777,16,358,1151,2019-08-31,恭喜所有中奖的小主，开错奖的那条也会寄出礼物，没中的朋友不要难过，置顶博有新活动呀！！
230,10,215,455,2019-08-31,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   【已开奖】 庆祝粉丝破十万，感谢大家的支持，特来抽奖。 转发这条微博并关注 @茶颜悦色官方微博  ，一周后开奖。 注明：全免券设为有效期1000天，期待我们千日内的相遇。   抽奖详情
172,15,246,433,2019-08-31,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   【已开奖】 庆祝粉丝破十万，感谢大家的支持，特来抽奖。 转发这条微博并关注 @茶颜悦色官方微博  ，一周后开奖。 注明：全免券设为有效期1000天，期待我们千日内的相遇。   抽奖详情
797,11,546,1354,2019-08-31,二等奖抽错了，大家稍等
127,2,108,237,2019-08-31,茶颜悦色官方微博  的微博: 又来打假了 该H5在朋友圈刷屏，很多朋友信以为真，在此辟谣。 操作一番发现乃一公众号引流手段，心生佩服，如果把心思放在写出更好的文章上应该也能有所成。 目前我们所有线上活动都通过本官博和官方公众号发布，也是福利多多（比如习惯茶说好各五位的抽奖抽了三十位呢！），还望大家常捧场支持。 不过...
168,17,283,468,2019-08-31,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   【已开奖】 庆祝粉丝破十万，感谢大家的支持，特来抽奖。 转发这条微博并关注 @茶颜悦色官方微博  ，一周后开奖。 注明：全免券设为有效期1000天，期待我们千日内的相遇。   抽奖详情
2334,155,783,3272,2019-08-30,#茶颜悦色[超话]#   关于提前开奖和二十万粉新活动的重要消息，大家快来 #茶颜与我的回忆#  里玩吧～
15156,51494,29875,96525,2019-08-29,#茶颜悦色[超话]#   【已开奖】 庆祝粉丝破十万，感谢大家的支持，特来抽奖。 转发这条微博并关注 @茶颜悦色官方微博  ，一周后开奖。 注明：全免券设为有效期1000天，期待我们千日内的相遇。   抽奖详情
1616,31,1048,2695,2019-08-29,不要灰心哦，十万粉的抽奖就在下午。
126,3,73,202,2019-08-29,茶颜悦色官方微博  的微博: 又来打假了 该H5在朋友圈刷屏，很多朋友信以为真，在此辟谣。 操作一番发现乃一公众号引流手段，心生佩服，如果把心思放在写出更好的文章上应该也能有所成。 目前我们所有线上活动都通过本官博和官方公众号发布，也是福利多多（比如习惯茶说好各五位的抽奖抽了三十位呢！），还望大家常捧场支持。 不过...
175084,13653,12890,201627,2019-08-27,#阿里巴巴入股茶颜悦色#   关于和马爸爸传绯闻的一些说明
3558,43,750,4351,2019-08-27,#茶颜悦色[超话]#   去写十万粉的抽奖方案了，六年了，终于[good]
584,206,202,992,2019-08-26,茶颜悦色官方微博  的微博: 又来打假了 该H5在朋友圈刷屏，很多朋友信以为真，在此辟谣。 操作一番发现乃一公众号引流手段，心生佩服，如果把心思放在写出更好的文章上应该也能有所成。 目前我们所有线上活动都通过本官博和官方公众号发布，也是福利多多（比如习惯茶说好各五位的抽奖抽了三十位呢！），还望大家常捧场支持。 不过...
4743,4655,3348,12746,2019-08-26,又来打假了 该H5在朋友圈刷屏，很多朋友信以为真，在此辟谣。 操作一番发现乃一公众号引流手段，心生佩服，如果把心思放在写出更好的文章上应该也能有所成。 目前我们所有线上活动都通过本官博和官方公众号发布，也是福利多多（比如习惯茶说好各五位的抽奖抽了三十位呢！），还望大家常捧场支持。 不过...
8,0,0,8,2019-08-26,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   茶颜习惯茶上线，九块九一包买不了吃亏买不了上当，还可积点兑换！！ 本条评论里抽五位小主每人三包~   抽奖详情
1865,16,392,2273,2019-08-23,#茶颜悦色[超话]#   今天出外勤巡店，从高铁站到万家丽到太平街，一个赛一个的人多，直到来了假期中的校区店，真是享受...
475,5,159,639,2019-08-22,上次大学生茶话会每位同学送了三包习惯茶，于是彩虹屁吹了几天
717,82,1097,1896,2019-08-22,#茶颜悦色[超话]#   茶颜习惯茶上线，九块九一包买不了吃亏买不了上当，还可积点兑换！！ 本条评论里抽五位小主每人三包~   抽奖详情
785,9,153,947,2019-08-17,#茶颜悦色[超话]#   很高兴遇见你
318,7,86,411,2019-08-14,#茶颜悦色[超话]#   第二届茶话会到报名截止一共收到了三百余份申请，经过思考，我们决定扩充为50人的活动，小葱老师想尽量让更多的朋友如愿。 因为上次收集报名的H5不小心把原定的时间地点也放出来了，很多朋友表明要去凑个热闹。但太平街店门面人多拥挤，楼梯狭小，为了保证安全所以我们也更换了活动...
1450,39,246,1735,2019-08-12,大家用生日券的时候，有些门店小伙伴还会和你说点最贵的那个，这就是茶颜想做并正在做的。
1008,28,273,1309,2019-08-12,#茶颜悦色[超话]# 大晚上的打扰大家了，关于生日券问题的一些说明。
1055,85,384,1524,2019-08-10,#茶颜悦色[超话]#  高铁西广场开了两家新店，都在安检外（两家面对面），人比候车厅的少，需要的朋友可以看看。 高铁西广场一店： 营业时间：9:30-21:30 联系电话：‭17673069294‬ 地址：长沙高铁南站西广场1-33商铺 高铁西广场二店： 营业时间：9:30-21:30 联系电话：18874922807 地址：长沙高铁南...
281,4,108,393,2019-08-09,|《是时候再把老板拿出来溜溜了 || 第二届茶颜茶话会》 诚邀十位朋友一起唠嗑喝茶拿礼物，以及，如果我们在微博直播有人看吗|
596,52,209,857,2019-08-07,#茶颜悦色[超话]#   好久没发微博啦大家想我了吗 小主们七夕快乐呀 无忧冷泡茶全新上线了解一下
1534,31,366,1931,2019-08-02,天气炎热谨防中暑，茶颜所有门店均有小药箱，常备藿香正气水，有需要的朋友尽管开口，注意身体不要强撑。
866,33,529,1428,2019-07-25,岭南佳荔霸道出圈抢占资源，现已开通“给每个人都送张券”的豪华服务，请速速查收。
1327,65,148,1540,2019-07-23,茶颜悦色官方微博  的微博: #茶颜悦色[超话]# 刚刚收到的私信，实不相瞒，因为日常在网上搜我们的虚假加盟消息，今天小编我自己也接到了加盟的电话… 大家要知道，能做职业骗子的人，每天需要思考的问题就是如何骗人，甚至形成一套完整的逻辑，只要我们稍微有一点动摇，就很容易掉进圈套。 太多人因为信以为真造成亏损，即使官...
93,13,30,136,2019-07-22,本意绘片馆  的微博: #长沙手帐文化节# 3.0门票预售、摊位图、达人介绍、现场玩法都在这里啦~ 🎀门票预售链接:  http://t.cn/ReuuSfr  （凭门票解锁 @茶颜悦色官方微博  饮品8折！） 🎀关注+转发本条，就有机会获得 最新款Molly花童系列套盒等礼品（详见图9） 🎀本次特邀达人： @甜心分享   @饭团饭   @听美南子讲故事 ...
1263,155,513,1931,2019-07-16,夏日炎炎，凉扇上线，只送不卖。 随“琉璃”附赠，三种茶底皆可，一杯一把。 目前已到十款，还有十款在路上，可以陪伴大家一整个夏天啦~
62,2,37,101,2019-07-15,茶颜悦色官方微博  的微博: 妖精包全城限量6000份，你选刺绣还是印花？ 庆妖精3.0上线，关注+转发本条微博，送出5份妖精礼包。 就这样，妖精和夏天一起来啦~   抽奖详情
5954,190,461,6605,2019-07-13,喜茶长沙首店今日开业了，挺多朋友cue我们问有什么感受，说实话还真挺激动的。 行业大佬的到来给了我们近距离学习的机会，与高手过招从中得到进步也是我们一贯的风格，能在竞争中找到更好的自己就最有价值不过了。 喜茶隔壁就是只有五平米的茶颜苏宁店，门店的小伙伴今天一直在人潮中举牌试味做好外场...
517,684,583,1784,2019-07-11,妖精包全城限量6000份，你选刺绣还是印花？ 庆妖精3.0上线，关注+转发本条微博，送出5份妖精礼包。 就这样，妖精和夏天一起来啦~   抽奖详情
1576,2,133,1711,2019-07-11,茶颜悦色官方微博  的微博: 公众号后台出了BUG，我们的食安报告变成了coco的标题，但是内容是茶颜的，目前已删除，正在联系微信方处理，运营人员表示很懵逼。 下午还是继续抽奖...
564,5,82,651,2019-07-11,公众号后台出了BUG，我们的食安报告变成了coco的标题，但是内容是茶颜的，目前已删除，正在联系微信方处理，运营人员表示很懵逼。 下午还是继续抽奖...
414,19,149,582,2019-07-10,#茶颜悦色[超话]#   妖精3.0今日已低调上线（明天会有抽奖）， 关于海报上没有商品单价这件事，设计师做出回应（就是画men子那个设计）
436,29,56,521,2019-07-10,茶颜悦色官方微博  的微博: #茶话绘#   还记得小时候看《黄飞鸿》电影时的激动吗？
128,31,21,180,2019-07-09,#茶话绘#   还记得小时候看《黄飞鸿》电影时的激动吗？
189,18,54,261,2019-07-09,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   岭南佳荔限定款手机贴到啦！ 从今天起，点岭南佳荔即可获赠专属手机贴一份，每个门店限量500个，先到先得，送完即止。 Ps.门店小伙伴说很多人管它叫岭南佳枝，为啥？
333,39,149,521,2019-07-09,#茶颜悦色[超话]#   岭南佳荔限定款手机贴到啦！ 从今天起，点岭南佳荔即可获赠专属手机贴一份，每个门店限量500个，先到先得，送完即止。 Ps.门店小伙伴说很多人管它叫岭南佳枝，为啥？
500,4,77,581,2019-07-08,刚刚收到消息，有人在长沙大学生兼职群里冒充茶颜工作人员行骗，利用大家出于对茶颜的信任降低了防范心，以收工装费用为由骗取钱财 茶颜招兼职全部都是统一招聘，会进行正规的面试和培训且签订合同，而且绝不会收大家的钱！！！ 请大家一定小心谨防受骗，切忌相信任何可疑消息，我们也在和受害...
1207,19,158,1384,2019-07-08,#茶颜悦色[超话]#   昨晚接到紧急通知，原定今日上架的妖精因测评中口感表现一般，还需再进行微调测试等待面世。 因为门店小伙伴说已告知了很多等候的妖精粉，特来和大家解释一下，还请再稍等一会儿。 新鲜的新奇士橙子已经到店，所以我们一定和你们一样急，毕竟这一耽搁成本损耗是真不小。 但是为了给...
110,1,18,129,2019-07-01,天真蓝  的微博: 庆祝 #小照片的传奇[超话]#  天真蓝长沙7月3日正式重装开幕，即日起至7月31日到长沙蓝拍摄Naive Face首张及加选均享50%OFF。旧貌换新颜，长沙蓝邀你共度周末，更添美味惊喜：7月5—7日至长沙蓝拍摄的各位，还可领取 @茶颜悦色官方微博  提供的赠饮一杯，详请见图。[馋嘴]
331,23,53,407,2019-06-30,#茶颜悦色[超话]#   这篇文章是送给你们的，少年人，要洒脱地做人。
2398,127,310,2835,2019-06-27,#茶颜悦色[超话]#   朋友们，那个，琉璃杯子上的不是men子，是蝉
641,91,244,976,2019-06-27,新品琉璃上线，你喜欢吗？
278,7,39,324,2019-06-25,#茶颜悦色[超话]# #茶话绘#   “今天中国的文盲不多了，但美盲很多。”这句话近几年在网上常被引用，你可知是谁所说？ 他让大英博物馆打破了只展出古代文物的惯例，首次为在世画家举办展览。 他是中国乃至全亚洲首位入选法兰西学院艺术院通讯的院士。 他的巨幅油画作品《周庄》以2.36亿港元拍卖，刷新...
502,17,123,642,2019-06-23,#茶颜悦色[超话]#  朋友，看漫画不？ 《茶颜悦色，好好笑一奶茶店｜奶茶店的故事Vol.15》
228,8,91,327,2019-06-23,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   很多朋友反映小主节充值的钱已经用完了，什么时候可以再充？ 充一百送五十这种程度的放血我们日常肯定是做不起的，不过常规线上充值现在已经开通，依旧有福利。 所以使用余额消费即享受了充值优惠，不会有仅正价购买饮品可以得到的积点，大家自行选择习惯的方式消费即可。
381,16,154,551,2019-06-23,#茶颜悦色[超话]#   很多朋友反映小主节充值的钱已经用完了，什么时候可以再充？ 充一百送五十这种程度的放血我们日常肯定是做不起的，不过常规线上充值现在已经开通，依旧有福利。 所以使用余额消费即享受了充值优惠，不会有仅正价购买饮品可以得到的积点，大家自行选择习惯的方式消费即可。
118,1,28,147,2019-06-21,#茶颜悦色[超话]# #茶话绘#   大家都是上过幼儿园的人，但你知不知道幼儿园是怎么来的？ 德国人里德里奇·福禄培尔出生于一个牧师家庭，因早年丧母忧家庭经济困难，他被迫辍学。 在更换数份工作后开始从事教育行业，他非常重视母爱和家庭环境在儿童发展中的作用，主张通过组织家庭联盟的方法建立“幼儿...
83,0,76,159,2019-06-18,小主节发货速报：目前所有能够发出的包裹已经悉数发完，但是今天正好遇到618，可能收件时间会有不同程度延期。 目前还剩下补发随行杯订单没有发货（厂家最新给出的出货时间是6月24号出货），顺利的话将在28号左右陆续帮大家打包。 预计收件时间在6/29-7/15号，如果在小主节登记收件的地址无法在期间收...
265,0,48,313,2019-06-17,因为上了电子会员系统，公众号的粉丝直接翻倍了，然后...小葱老师对阅读量提出了新的目标，摸鱼现在在写条漫脚本写到头秃 但是我们又有了一个新的创意，希望能给大家惊喜
494,1,93,588,2019-06-17,因为前两天摸鱼休息，忘了一件很重要的事情。从8号高考发的那张图开始，我们想在微博上进行一个新的小尝试。 众所周知，茶颜悦色是一个比较喜欢搞事情且在文艺方面略有所长的奶茶店。所以每周我们会选一天，用插画的方式讲述“历史上的这一天”。 补发一下昨天的图：2012年6月16日18时37分21秒，神舟...
203,6,37,246,2019-06-15,#茶颜悦色[超话]# 那个啥，茶颜幼儿园表情包今日上线了，摸鱼只想说，太传神了，条漫圣手687赛高！
49,3,20,72,2019-06-14,茶颜悦色官方微博  的微博: 关于岭南佳荔的一些褒奖，感谢小主们的喜爱 转发这条微博，明天抽五位小主送岭南佳荔尝鲜券    抽奖详情
238,0,91,329,2019-06-14,今天天气真好啊，是不是很适合给新款妖精包拍宣传照？
253,343,261,857,2019-06-13,关于岭南佳荔的一些褒奖，感谢小主们的喜爱 转发这条微博，明天抽五位小主送岭南佳荔尝鲜券    抽奖详情
504,17,145,666,2019-06-12,鸡汤好辣zZ  的微博: 师大的店什么时候能开门？ #茶颜悦色#
139,0,62,201,2019-06-12,#茶颜悦色[超话]#   对了，德思勤二店昨晚开始进行围挡，因为要进行装修升级，预计7月中旬营业。
350,44,136,530,2019-06-12,#茶颜悦色[超话]#    琉璃安排上了
170,18,28,216,2019-06-11,中国图书网官方微博  的微博: 朋友们，夜深了，和大家说一些掏心窝子的话。若干年前，领导把微博交给我的时候是千叮万嘱，一定要把中国图书网微博打造成积极向上、阳光乐观、有深厚的学识、有强烈的感染力和号召力的图书微博，我当时确实是以此为目标运营微博，但是时间长了我发现，内心的东西是无法在文字上掩饰的，坦率地讲，我无...
733,98,1089,1920,2019-06-10,#茶颜悦色[超话]#  上新啦！！ 评论里抽五位小主送“岭南佳荔”尝鲜券一张~  “盛夏要妖精来解暑热，初夏岭南佳荔足够。”
184,19,44,247,2019-06-10,茶颜悦色官方微博  的微博: #茶颜悦色[超话]#   #岭南佳荔#  今日已全城上线，推送还在排版中，大家且再等等。 以及，今夏的另一款新品 #琉璃#  即将上线，今天开始在7mall二店、奥克斯店、长郡三店、梅溪湖步步高一店、东方悦邻店和德思勤一店进行公测。 一整颗新奇士🍋的舒爽，诚邀您进行体验。
475,114,224,813,2019-06-10,#茶颜悦色[超话]#   #岭南佳荔#  今日已全城上线，推送还在排版中，大家且再等等。 以及，今夏的另一款新品 #琉璃#  即将上线，今天开始在7mall二店、奥克斯店、长郡三店、梅溪湖步步高一店、东方悦邻店和德思勤一店进行公测。 一整颗新奇士🍋的舒爽，诚邀您进行体验。
134,3,65,202,2019-06-10,#茶颜悦色[超话]#   小主节发货速报：已发包裹数1152。兑换了门帘和其他大件物品的小主请特别留意，由于物品形状差异太大，不好装进同一个箱子，所以我们会拆成两单发货，比如帘子一个包裹，抱枕另一个包裹。让各位久等，不好意思[跪了] 另，由于随行杯到货时间超过预期（工厂最新给出的出货时间是6月2...
552,193,59,804,2019-06-08,天秀bot  的微博: 人群中一眼就能看到自己爱豆 #如何接考完试的追星女孩#
529,10,62,601,2019-06-08,#高考#  想了很久配什么文案，总之这是一段旅程的结束更是新征程的开始，各位小朋友们又长大一点啦。 现在，扑向等你的人吧，在此之前的日子都是他们陪伴，往后就是越来越独立的日子了，要一直一直爱爸爸妈妈呀。
682,9,104,795,2019-06-06,因人力紧张，6月7日-6月9日奥克斯缤纷店、万家丽大润发店、车站北路店、兴威名座店、左家垅一店将闭店三天，祝大家端午节安康。 另，为保障高考考试环境，6月6日-6月9日长郡三店闭店四天，预祝所有考生不负努力，超常发挥，一切顺利。
671,5,143,819,2019-06-05,大家平日会在茶颜店里看书吗？有没有遇到过自己非常喜欢的书呢？
77,1,16,94,2019-06-03,茶颜悦色官方微博  的微博: 哪位粗心的小主忘记写收货电话和名字了 认领订单的小主凭回答出打码区的商品名称作效，发送邮件到chenna@sexytea2013.com，工作人员会再联系核对。 小主节兑换订单一共两千余单，目前发货了一千件左右，还没有等到的朋友还请再等等
116,2,53,171,2019-06-03,哪位粗心的小主忘记写收货电话和名字了 认领订单的小主凭回答出打码区的商品名称作效，发送邮件到chenna@sexytea2013.com，工作人员会再联系核对。 小主节兑换订单一共两千余单，目前发货了一千件左右，还没有等到的朋友还请再等等
73,2,69,144,2019-05-28,茶颜悦色官方微博  的微博: #茶颜悦色[超话]# 茶颜电子会员生日券开发出来了！还没有完善生日信息的小主赶紧去填写吧。（在会员中心点击头像即可填写，填写之后生日信息不能修改不能修改不能修改。） 4月24日～5月28日生日的会员小主将在明天收到补发的生日赠饮券，后续生日的会员会在生日前7天收到券，5月29日~6月4日生日的会员...
192,36,210,438,2019-05-28,#茶颜悦色[超话]# 茶颜电子会员生日券开发出来了！还没有完善生日信息的小主赶紧去填写吧。（在会员中心点击头像即可填写，填写之后生日信息不能修改不能修改不能修改。） 4月24日～5月28日生日的会员小主将在明天收到补发的生日赠饮券，后续生日的会员会在生日前7天收到券，5月29日~6月4日生日的会员...
106,0,121,227,2019-05-28,#茶颜悦色[超话]# 摸鱼提问时间：这个月发了三篇推送了，还有一篇的名额，本来要写新品，现在延期上新了，所以大家对想看的主题有啥意见吗？
376,22,267,665,2019-05-26,#茶颜悦色[超话]# 一个消息，岭南佳荔的小范围公测结果没有达到我们的预期，有不少顾客反映口感不够丰富，茶味没有得到凸显，所以原定28日的全城上线将被推迟。 小葱老师和研发部门的老师都泡在本山乌龙里钻研着，本着对作品的负责的同时，一定尽快为大家带来更完美的岭南佳荔。
219,5,133,357,2019-05-26,#茶颜悦色[超话]# 昨天开始发小主节集市的货啦[挤眼]
184,18,99,301,2019-05-24,红网  的微博: #长沙身边事#  【某微信号自称送500元茶颜悦色奶茶基金，是在诱导关注吗 】今日有网友爆料，某微信号发文称会赠送网友500元的茶颜悦色奶茶基金，但是只有扫描二维码关注一个名为“人民高铁”的微信号才行，网友质疑该号有诱导关注嫌疑。 @茶颜悦色官方微博  是否知道此事呢？
602,272,562,1436,2019-05-23,#茶颜悦色[超话]# 说好的新品终于来了，其实倒不是完完全全的新品，大概在四五年前上过，但又匆匆下架，试过的人不多。 下架的原因是小葱老师觉得不够惊艳，于是在研发多次优化后终于重出江湖。 今天开始，已在7mall二店、奥克斯店、德思勤二店、步步高梅溪湖一店、长郡三店进行公测，有时间又方便的朋...
121,3,62,186,2019-05-19,茶颜悦色官方微博  的微博: #茶颜悦色[超话]# 来邮局寄大家的明信片啦
279,9,92,380,2019-05-19,#茶颜悦色[超话]# 来邮局寄大家的明信片啦
121,0,135,256,2019-05-17,小主节周边售卖情况和库存还在清点中，整理完成后会进行补货，发货时间大概在一个月左右，我们也会按时间顺序及未缺货的优先进行逐步完成，小主们还需要再等等哦。 （因为后台累计消息过多可能回复有遗漏，其他小主节的相关问题也可以在此条微博评论，官博会进行解答~）
45,2,11,58,2019-05-17,茶颜悦色官方微博  的微博: #这个辣条有点皮#  茶小颜又交新朋友啦，今年龙哥家又出辣条粽子了，非常荣幸得到了大佬的投喂，关注 @茶颜悦色官方微博  ，转发抽 3盒辣条粽子送你试吃呀~
73,2,25,100,2019-05-11,茶颜悦色官方微博  的微博: 56瓶牛奶，56个仔，56个兄弟姐妹是一家！56民族版旺仔牛奶真的来啦！ @茶颜悦色官方微博   和 @旺仔俱乐部   一起祝大家悦来悦旺，旺上加旺！转发微博，5/11抽3位，每人一份惊喜旺礼（56民族旺仔牛奶一盒+56民族旺仔周边一份+旺旺零食）
325,6,144,475,2019-05-11,经过调整，今天的现场秩序好转，体验感也好了很多，非常感谢大家的支持。 还有一些不周全的地方，我们会努力做好。
127,9,139,275,2019-05-11,茶颜悦色官方微博  的微博: 5月11日-5月12日小主节集市活动应急方案
188,25,518,731,2019-05-11,5月11日-5月12日小主节集市活动应急方案
241,2,189,432,2019-05-11,刚刚开完会讨论出应急方案，现在开始写推送，预计在明天早上发出。 希望还在等通知的朋友先休息，真的非常对不起，大家不要熬夜
51,3,152,206,2019-05-10,茶颜悦色官方微博  的微博: #茶颜小主节#  抽！奖！啦！ 茶颜的第六年，我们想更多地回馈大家的爱，于是“小主节”诞生。 关注 @茶颜悦色官方微博  并转发这条微博，5月10日抽10位小主，每人送出一套茶颜悦色原创小主节限定款礼包【T恤4选1+线装本4选2+漫游长沙随行杯1个】。 茶颜悦色感谢大家的陪伴
479,27,229,735,2019-05-10,#茶颜小主节#   第一位get全套周边的小主“出现了”，是一位在中传读书的小姐姐拜托朋友来现场购买，感谢这位远方的“长沙吴彦祖”对我们的支持。 真的真的太开心了，茶颜能被你们爱着，什么都值得了。
141,30,174,345,2019-05-10,茶颜悦色官方微博  的微博: #茶颜小主节# 大家的热情超乎想象，离市集活动开场还有一个小时排队队伍就惊动了商场保安，还没出门的朋友建议明后两天再来。
61,4,29,94,2019-05-10,茶颜悦色官方微博  的微博: #茶颜小主节# 大家的热情超乎想象，离市集活动开场还有一个小时排队队伍就惊动了商场保安，还没出门的朋友建议明后两天再来。
177,54,125,356,2019-05-10,#茶颜小主节# 大家的热情超乎想象，离市集活动开场还有一个小时排队队伍就惊动了商场保安，还没出门的朋友建议明后两天再来。
168,5,115,288,2019-05-10,#茶颜小主节#
392,7,130,529,2019-05-09,#茶颜小主节# 明天，悦方见 （好紧张哦）
325,572,373,1270,2019-05-09,#这个辣条有点皮#  茶小颜又交新朋友啦，今年龙哥家又出辣条粽子了，非常荣幸得到了大佬的投喂，关注 @茶颜悦色官方微博  ，转发抽 3盒辣条粽子送你试吃呀~
246,55,222,523,2019-05-09,#茶颜小主节#   茶颜悦色充100送50了解一下？ （置顶微博还在抽奖也了解一下 ）
179,14,90,283,2019-05-08,#茶颜小主节#   倒计时 我们在 @悦方IDMALL  不见不散。
1024,2823,2457,6304,2019-05-08,#茶颜小主节#  抽！奖！啦！ 茶颜的第六年，我们想更多地回馈大家的爱，于是“小主节”诞生。 关注 @茶颜悦色官方微博  并转发这条微博，5月10日抽10位小主，每人送出一套茶颜悦色原创小主节限定款礼包【T恤4选1+线装本4选2+漫游长沙随行杯1个】。 茶颜悦色感谢大家的陪伴
265,9,201,475,2019-05-08,#茶颜小主节# 听说很多外地朋友也想拥有新周边     一个今晚的抽奖预告 等摸鱼写完明天要发的推送）
