like,for,com,sum,date,content 
44,5,29,78,2018-03-31,#HEYTEA一下，愚乐由你#   愚乐由你美～HEYTEA x 美图秀秀 AR表情已经上线喽😍美照拍起来（打开美图秀秀app→相机→萌拍）😉评论出晒出你的表情大片，喜茶君抽出几位美腻宝宝送出同样高颜值的「莓莓」一杯🧐 @美图秀秀
86,4,23,113,2018-03-31,#HEYTEA一下，愚乐由你#   喜茶愚乐园开园啦😍表情气球🎈飞起来🤣有在附近的宝宝快来找喜茶君拍照呀😆  上海·兴业太古汇     显示地图
47,1,34,82,2018-03-30,#HEYTEA一下，愚乐由你#  emoji突袭喜茶星球😉让表情放飞😆满杯emoji杯套将于明天，登陆喜茶各大门店，扫一扫杯套上的二维码，还可以召唤美图秀秀定制emoji AR表情护体，拍出你的美腻大片哦😍😍
99,2,41,142,2018-03-29,😃🍵 × emoji=
68,10,242,320,2018-03-24,你算哪颗小丸子？你觉得芋圆小丸子和________最搭。评论抽出几位宝宝尝尝   喜茶HEYTEA的秒拍视频
109,21,153,283,2018-03-21,#一起开黑#  Hey~ 新品芝芝黑提目前已在以下城市门店上市喽：江门（地王店、中天新地店、汇悦城店）、东莞（汇一城店、雍华庭店）、中山（白水井店、利和新地店）、佛山（东方广场店、顺联店、岭南站店、顺德大良店、顺德天佑城店、凯德广场店、保利水城店）、惠州（麦地路店、华贸店、港惠店）、南宁（...
46,7,44,97,2018-03-20,#10秒画喜茶君#  画我，有人来挑战吗 优秀作品送免排队赠饮   喜茶HEYTEA的秒拍视频
104,17,47,168,2018-03-20,emmmmm...
42,3,67,112,2018-03-14,好多单身汪表示没抢到这次发售的「优质单身会员卡」，喜茶君表示严重理解。这次会员卡的数量确实不多，因为卡片本身的印刷成本是售卖成本的两倍，之所以限量，也有考虑到数量过多导致的积货问题。推出会员卡和周边并不是为了发展业务，我们的初衷其实是想和你们分享一些有趣的想法和设计，这次活动确实...
57,10,63,130,2018-03-14,Couple请靠边站，喜茶限量「优质单身会员卡」，Only for singles！模仿喜茶杯面上的姿势，晒出你的骄傲 ，带话题 #单身抱#  ，并 @喜茶HEYTEA  ，挑5名优质单身宝宝送会员卡
21,5,21,47,2018-03-13,虐狗的节日又要到了 单身汪集结起来吧！踢翻狗粮，抱团取暖[加油][加油] 在抖音上Follow喜茶，模仿杯面上的姿势，参与喜茶  #单身抱#  挑战，就有机会GET喜茶限量「优质单身会员卡」
41,2,33,76,2018-03-11,大win_  的微博: 破戒来喝 @喜茶HEYTEA  了 芝芝黑提🐒🐒喝！里头还可以吃到果肉~ 不会太甜，芝士又咸咸的好喜欢！ 感觉今天的黑提色唇膏跟黑提好配 新品你们喝过了嘛？ 评论里送8杯免排队芝芝黑提券儿给你们呀 #一起开黑#
67,26,80,173,2018-03-09,#一起开黑#  选用极具个性的南非进口无籽黑提，搭配全新定制春桂茶底，清爽纯粹的黑提与愉悦茶香相得益彰。喜茶季节限定新品「芝芝黑提」，邀你一起开“黑”。晒出你最带感的一张“黑”照，添加话题  #一起开黑#   @喜茶HEYTEA  ，即有机会免费体验新品。
63,18,330,411,2018-03-07,#女生节# 不管是暗黑的cool girl，还是美美的cute girl，自信的女孩儿永远最有魅力 告诉我，你是最自信的_____girl。评论抽出10位女孩送出新品芝芝黑提或芝芝莓莓一杯
31,1,19,51,2018-03-02,喜茶君也开抖了，抖友们请举手 🙌 🙌  @喜茶HEYTEA  发了一个抖音短视频，你尽管点开，不好看算我输！戳这里>>  http://t.cn/REoK0ia
14,2,42,58,2018-03-02,喜茶  的微博: 抢答题： #元宵节#  妈妈忘记煮汤圆，我灵机一动，打算去HEYTEA喝____（提示：小小颗）
29,8,90,127,2018-03-02,抢答题： #元宵节#  妈妈忘记煮汤圆，我灵机一动，打算去HEYTEA喝____（提示：小小颗）
64,46,121,231,2018-02-28,睡前算一卦，三月会好吗？三月运势喜茶君喊你了解一下 手机截屏获取你的三月运势关键词，并 @喜茶HEYTEA ，就有机会获得你的专属「运势茶」一杯
39,1,6,46,2018-02-25,#Inspiration of tea#  灵感会发光，点亮生活的每一刻。 @第一财经周刊  ，谢谢你带来的每个灵感瞬间，生日快乐~
82,21,285,388,2018-02-24,#开工有喜# 好多小伙伴都陆续开工啦~让我们继续热情地投入工作的怀抱 开工日，来杯喜茶，给自己回回血 广州中华广场店&上海长宁来福士店，现已开业，买一送一活动进行中。已经上班的宝宝请举个爪儿，评论抽出5个送出「开工礼物」一份
43,13,27,83,2018-02-23,#上海新店# 长宁来福士所在地是张爱玲母校圣玛利亚女中原址，这位享誉海外的传奇女作家在这里留下了她的菁菁岁月 喜茶在上海的第10家店来到这里，沿着往日的足迹，与你开启新的记忆。喜茶长宁来福士店，2月24日（明天），正式开业。开业前三天（2.24-2.26），到店可享买一送一优惠。地址：上海市长...
75,13,46,134,2018-02-23,#广州中华店新装归来# 2016年5月，喜茶中华广场店初相见；2017年9月，为提升消费体验，我们重新升级门店；新年新气象，2018年2月24日（明天），我们全新揭幕 久违了！开业前三天（2.24-2.26），到店消费可享买一送一优惠。地址：广州中华广场六楼大家乐隔壁 （图片来自广州粉丝 @LoeRo1  ）...
87,26,438,551,2018-02-20,#新年见喜#  年初五迎财神，家家户户财源滚 让我们用力紧抱财神爷大腿，祝大伙儿狗年钱多多💰一起召唤财神爷吧，评论抽出几个宝宝送出「喜茶任意赠饮」一杯
62,15,257,334,2018-02-19,#新年见喜#   年初四，宅在家，搓搓麻，喝喜茶。今年大家的手气咋样？有没有把叔叔阿姨哥哥姐姐赢到心服口服 评论里抽几只汪汪送出「绿妍」一杯，手慢无～
91,18,285,394,2018-02-18,#新年见喜#   都大年初三了，催婚团依旧强势！没事，稳住，问题不大，我们能赢 在此喜茶君祝各位汪汪们狗年桃花旺旺，早日脱单，猛撒狗粮 单身的朋友请举手🙋🏻评论抽出几个汪汪送出「满杯红柚」一杯。
62,13,203,278,2018-02-17,#新年见喜#  年初二，红包请继续，带上HEYTEA，讨一个最鼓胀的大红包。红包汪们都来晒晒今年get的大包吧！ 评论里抽几只汪送金凤茶王一杯。
79,5,170,254,2018-02-16,#新年见喜#  新年新气象，着新衫，set靓头，旺足成年 喜茶君准备去解锁新年第一杯喜茶啦，你呢？晒出你的新年第一「喜」，评论抽出几个宝宝送出芝士莓莓一杯
61,28,90,179,2018-02-15,#新年见喜#  金凤盈门福禄临，玉露满户四季安。提前祝各位新春见 年三十，晒晒你家的年夜饭吧，色香味俱全者将有机会获得喜茶新年礼盒哟
146,1,63,210,2018-02-14,情人节喝茶虐狗大法了解一下？
43,2,36,81,2018-02-13,#喜茶新品# 你够姜吗？你够朋克吗？冬季必备朋克养生茶「辣姜小丸子」现已上市（广州、深圳、上海、北京、杭州、南京、苏州地区门店有售），热茶好过冬，一口回暖，就看你够不够姜
74,13,46,133,2018-02-11,新年倒计时4天 现奉上新春期间喜茶各大门店营业时间表，要喝茶的朋友请注意看时间喔。过年喝茶约起来
36,2,8,46,2018-02-11,烊籽0827  的微博: #新年见喜# 喜茶有你❤️红红火火过新年 感受一下新年气氛 @喜茶HEYTEA   广州
15,0,9,24,2018-02-11,BreYang-  的微博: #新年见喜# 2017（图2）-2018 更美的红包  茶香不变 「喜乐滋滋                    茶满新年」 新的一年 继续喜欢有我～ @喜茶HEYTEA     深圳
32,0,12,44,2018-02-11,啵啵真的好想玩动森  的微博: #新年见喜#  NEW YEAR WITH HEY TEA “食极唔肥”的我 和 “升官发达”的他 ps.喜茶新品“辣姜小丸子”有点好喝~* 喜茶忠实粉丝.上  @喜茶HEYTEA
68,16,49,133,2018-02-09,#新年见喜#  狗年大吉大利，喜上莓梢，喜茶君给大伙儿派红包啦。 明日起（2.10）到喜茶各大门店消费，即可得到喜庆的红包一个，有机会开出代金券，免排队券，唐人街探案2电影票等福利。 消费满88元，就能获得喜茶春联一幅，每店限量50幅，先到先得哟～
52,3,15,70,2018-02-09,#新年见喜# 新年换新装，2月10日(明天)，喜茶在深圳的第二家门店—海雅缤纷城店焕新归来。新店有礼，2月10，11，12日三天买一送一，开业当天小票单号尾号为2的前50位客人，凭小票可领取唐人街探案2电影票一张 。地址：深圳市宝安5区建设一路99号海雅缤纷城L131-1，电话：0755-86631990。...
77,141,143,361,2018-02-09,#新年见喜#  Absolutnights~ 2018，绝对有喜。转发本微博，@ 出一位你的绝对好酒伴，我们将抽出20位朋友送出绝对伏特加（Absolut Vodka）洋酒一瓶 @绝对伏特加中国
74,4,54,132,2018-02-07,这位小可爱是sei？！你给我出来！喜茶君想请你喝喜茶   深圳·海雅缤纷城    显示地图
121,456,319,896,2018-02-07,#新年见喜#  唐探纽约即将驾到，灵感之茶大开脑洞。 @喜茶HEYTEA  与 @唐人街探案  一起，为大家送上新年礼啦！转发本条微博，我们将抽取5名小神探，每位赠送唐人街探案2电影票两张。 喝喜茶，看唐探，大年初一，一起探案。
75,3,19,97,2018-02-06,喜茶小广播插播一则消息：由于新春佳节渐近，快递小哥也陆续放假不收件啦，所以从2月7日起（明天）开始，喜茶星球会员积分商城将暂停兑换，2月23日会恢复积分兑换服务，请各位知悉哟
24,0,2,26,2018-02-02,shukhanuuu  的微博: 二月第一天 为喜茶代言 身体要健康所有的事情都如所愿 遇到只超可爱的狗狗 一直在馋主人的奶盖 新包装红红火火 妈妈说她也要拍下来❤️ #新年见喜#   @喜茶HEYTEA
114,13,53,180,2018-02-01,HEYTEA NEW YEAR，喜茶2018年新年季，新年见喜，正式开启 2月1日（今日）起到喜茶门店购买茶饮即可GET到新年主题杯套及手提袋 把这一份「喜」拍下来，发送到微博带话题 #新年见喜# ，并 @喜茶HEYTEA   就有机会获得「新年见喜」礼盒哟
72,25,316,413,2018-01-30,#喜茶2018台历#  对于时间的流逝，我们总是会有诸多感慨，也会赋予它一些仪式感，比如，一年更新一本台历🗒喜茶2018年台历已发货完毕，欢迎各位宝宝砸出买家秀 另在评论区分享你今年最想完成的一件事儿，喜茶君将抽出几个宝宝送出喜茶2018台历一本（款式随机）
104,184,194,482,2018-01-29,#喝一杯喜茶，做自己的音乐家# 格莱美60周年之际，喜茶君牵手 @腾讯音乐  一起来给大家送福利啦~转发微博并@ 你心目中最佳格莱美音乐奖的歌手，我们将抽取10位小伙伴，每人赠送喜茶X腾讯视频联名款VIP年卡一张
49,3,31,83,2018-01-27,颜祥618  的微博: 喜茶4⃣️店-杭州星光大道 @喜茶HEYTEA   杭州·星光大道
78,2,57,137,2018-01-25,#上海新店#  喜茶在上海第9家店｜芮欧百货店，1月26日（明天），与你相见。开业礼一：26/27/28三天，买一赠一。开业礼二：开业当天，订单尾数为9的前50位客人可凭当日小票至新店前台免费领取小黄鸭礼盒一份，数量有限，赠完即止。（注：礼盒内的手机壳均为随机发放，不可指定型号）
178,21,771,970,2018-01-24,小伙们注意啦：目前喜茶并未在墨尔本开设分店（图一这家以喜茶名义开设的店与我们无关），我们也暂时没有进驻中国大陆以外的海外地区。图二是目前喜茶在全国开设的所有门店，除此之外的其他门店和我们没有任何关系。 想第一时间查看喜茶最新门店，请戳→ 在这些地方可以喝到你喜爱的喜茶
86,4,42,132,2018-01-24,#灵感之茶#  冬日午后，漫步静安寺。喜茶在上海又将添一新店喽，你们猜猜是在哪儿？
41,0,32,73,2018-01-22,#喜茶探店小队员#  坐标杭州的小伙伴们，来和喜茶君一起探新店吧 参与者可以免费体验茶饮及新店环境，喜茶君还有会有小礼物奉上噢 具体操作方式请戳下图，入选者将于1月23日下午15:00前微博私信通知
113,12,27,152,2018-01-22,#INSPIRATION OF TEA#  HEYTEA X NIKE LAB，喝茶可以有更多可能。
204,1456,589,2249,2018-01-18,#HEYTEA JOURNEY#  想和喜茶一起探索奇妙南半球吗？喜茶君和好盆友 @澳大利亚昆士兰旅游  又来招募勇敢的小伙伴啦~条件很简单：转发此条微博，我们将抽取2位朋友，每位赠送【澳大利亚凯恩斯往返机票及1晚酒店住宿】。再抽20位小可爱，每位送出1份【喜茶首款不售卖限量版会员卡】！
46,0,5,51,2018-01-18,吴赝祖real  的微博: 山水之间也 @喜茶HEYTEA   深圳·深业上城Upper Hills
86,10,28,124,2018-01-17,#喜茶DP计划#  「山溪涧，找茶趣。」喜茶第二家DP计划店—深圳深业上城店以「山溪涧River Flow」为主题，在店内创造出起伏的“山丘”以及一条“溪流”，形成新时代下“曲水流觞”的社交空间。1月18日（明日）正式开业，开业前三天，买一送一，前三百名到店顾客，可获山溪涧明信片一张。具体操作请咨询门...
77,148,168,393,2018-01-13,#超喜欢你YA#  嘎~ 喜茶XB.Duck联名手机壳开卖啦 登陆喜茶星球店即可购买噢。关注+转发本微博，我们将抽出5位幸运宝宝，送出鸭鸭手机壳一个 详情及购买链接请见→  超喜欢你YA｜小黄鸭周边第一波
46,85,97,228,2018-01-11,乾隆最爱的购物天堂－苏州街，今何在？颐和园X网易严选皇家年货节，喜庆开市。饮HEYTEA，选年货，送好礼。转发此微博并关注 @颐和园皇家生活馆   @喜茶HEYTEA   ，带话题 #颐和园皇家年货节# #刷朕滴卡#  说出你想要的年货好礼，1月16日抽1名幸运宝宝，送颐和园皇家生活馆定制款周边礼包1份～...
79,2,20,101,2017-12-30,#超喜欢你YA#  喜茶XB.Duck限时快闪店已经出摊儿～从这一秒开始，只要你凭借这条微博，到三里屯太古里南区找到我们的快闪店，并向工作人员（小黄鸭旁）出示，就能获得喜茶赠饮券一张。限前30名，快来找我们吧      北京·三里屯VILLAGE南区    显示地图
33,1,52,86,2017-12-28,#东莞甜品嘉年华# 2018年，甜蜜来袭。重要时刻，想和你一起度过 12月30日-1月1日（13：00-21：00）喜茶君将跶蹦到东莞甜品嘉年华现场与大家一起甜蜜跨年~欢迎东莞的朋友来找喜茶君一起玩儿 评论抽出5位朋友，送出赠饮一杯（需到东莞甜品节现场领取）地址：东莞海德一号广场四楼
46,18,28,92,2017-12-26,#超喜欢你YA三里屯快闪店#  2017的尾巴你打算怎么度过呢？12月30号，我们将与B.Duck小黄鸭一起，在北京·三里屯太古里南区南亭“超喜欢你YA”快闪店搞事情，现场还有首发的小黄鸭合作款周边噢~北京的朋友们，欢迎来找我们玩。转发微博，@ 你的跨年小伙伴，我们还将抽取5位粉丝，每人赠送快闪店邀请函2张~...
52,12,74,138,2017-12-21,#超喜欢你YA#  想看下你们在喜茶遇见的各种鸭鸭~ （ps：附上晒鸭鸭的正确姿势：带话题  #超喜欢你YA#   @喜茶HEYTEA  ，被喜茶君翻牌的话，有机会get赠饮券和超喜欢你YA礼盒噢~）
77,7,45,129,2017-12-20,好耐冇见！等候多时，装修升级了好几个月的石牌桥店终于要带着新面貌和大家见面了，12月21日（明天），我们不见不散~ 地址：广州市天河路236号首层A05A06-1（广梅汕铁路大厦85℃旁）12月21日-12月23日，到石牌桥店可享买一送一优惠，详情请根据门店小伙伴指引操作喔
99,201,281,581,2017-12-20,#超喜欢你YA#  又是一年圣诞季，让人感觉温暖的不只有火苗窜动的壁炉，一句简单的告白或问候，也许比绚丽的圣诞装饰更加温暖。今年圣诞节，喜茶HEYTEA将与新朋友B.Duck一起，用一句“超喜欢你YA”向你表白~转发关注本微博，@ 出那个你最想和ta表白的人。我们会从中抽出5位朋友送出HEYTEAx B.Duck限定会...
114,19,78,211,2017-12-19,给大家介绍一下，这是我的新朋友，接下来，我们会_______
64,19,136,219,2017-12-19,#灵感之茶# 2017快过完了，大家今年都去过哪些地方，在哪些城市喝过喜茶呢？
67,10,12,89,2017-12-17,#HEYTEA JOURNEY#   和喜茶君同游奇妙南半球的小伙伴们招募完毕！ 他们分别是  @LittleKK小金金   @Alex-大表哥   @赵哲羚irene   @刘凯立Edison   @Sofia__    本月18号出发凯恩斯与大堡礁，一起期待他们在这次旅途中会擦出怎样的灵感火花吧~  @澳大利亚昆士兰旅游
69,4,65,138,2017-12-15,#灵感之茶#  决定了，今晚下班要去喝一杯____。
41,23,22,86,2017-12-12,一群来自营火音乐的年轻人筹备了近一周的时间，在HEYTEA PINK万象天地店拍摄了这支一镜到底的MV。这群喜欢音乐的朋友聚在一起，为热爱找寻一个归属。12月16日，他们将在深圳A8音乐大厦举办一场「关于普通人的音乐会」  关注+转发本微博，我们将抽取7位粉丝，每人赠送音乐会门票2张~...
97,7,69,173,2017-12-08,#广州PINK新店#  带着少女心和对新鲜事物的好奇心，我们在天环广场Parc Central打造了广州首家HEYTEA PINK粉色主题店，将于12月9日（明天）正式开业。地址：天河区218号天环广场地下二层B234号八号翠园旁    开业前三天，还有买一赠一活动，详情可咨询店员。
49,16,27,92,2017-12-07,|Quality酷乐志  的微博: 各种各样的水果杯和 #奶盖# 杯频频刷爆朋友圈，是什么样的魅力让 #喜茶# 的所到之处都大排长队呢？本期酷乐志采访了 @喜茶HEYTEA  创始人聂云宸及长三角大区经理，带领大家深入了解这家风靡全国的新式茶饮品牌背后的故事，小声说~这也是喜茶 #第一次# 对媒体开放视频拍摄哦。 Quality Video|| 喜茶：排队不值得骄傲 提升消费体验才重要 ...|
116,7,50,173,2017-12-07,🍓🍓🍞+🍓🍓🥤=今日份的下午茶，你们呢？
83,1,17,101,2017-12-06,#灵感之茶#   灵感会发光
45,3,57,105,2017-12-05,感谢您的关注，喜茶君辟谣如下：我们刚刚向门店核查了情况，根据门店反馈，图中这几名男子实为黄牛。他们拿号是为了兜售给其他客人，这种现象在上海也时有发生，我们已经立刻通知门店对这几位人员多加注意，且不会再卖饮品或发号给他们，同时也欢迎大家向我们举报黄牛兜售行为，与喜茶一起共同创造更好...
84,4,41,129,2017-12-02,#上海新店#  魔都的盆友们，我们又见面啦 喜茶在上海的第七家店-长宁龙之梦店，今日营业中。冷冷的天，来一杯喜茶热饮暖暖身吧
101,9,396,506,2017-12-01,欢迎来到喜茶HEYTEA，INSPIRATION OF TEA  我们希望用一杯好茶激发你的一份灵感。 1.目前我们旗下仅有「喜茶」和「喜茶热麦」两个品牌，除此之外所有与此类似或添加前后缀的品牌均与我们无关。 2.一直以来，喜茶都专注于自己的品牌，并未开放任何形式的加盟及代理，网上关于加盟及代理的信息均为诈骗，...
63,6,35,104,2017-12-01,下午好呀，大家现在可以在Instagram上找到我们啦，ins搜索heyteaofficial，来和我们一起玩吧~ （目前我们有且仅有此IG账号，其他以“喜茶”为名义的账号和我们无关噢。）
86,5,47,138,2017-12-01,#灵感之茶# 2017年最后一个月，且行且珍惜 猜猜喜茶君喝的是哪一杯茶？
70,20,245,335,2017-11-30,羊城的冬日，有你特别暖。喜茶广州新店—汇坊店，12月2日（本周六）正式开业，开业前三天（12.2-12.4），买一送一，限芝士茶、满杯水果茶及季节限定系列，详情请根据门店小伙伴指引操作。另为表延期开业给大家带去不便的歉意，喜茶君会从评论中抽出10位朋友送出免排队任意赠饮一杯喔
31,3,20,54,2017-11-29,喜欢喜茶的朋友们请注意：一直以来我们都专注于自己的品牌，并未开放任何形式的加盟及代理，所有类似图中的“加盟信息”均为诈骗，请大家千万谨防受骗。对于任何企业或个人侵犯喜茶注册商标专用权的行为，我们都将追究相关主体的法律责任。您可在置顶微博查询喜茶最新门店列表，感谢您的支持与喜爱。...
100,1,16,117,2017-11-28,午后，来一杯好茶，配一部好剧 @爱奇艺VIP会员
23,2,20,45,2017-11-28,爱奇艺VIP会员  的微博: #爱奇艺VIP X 喜茶#   #121奇聚狂欢# 无与伦比的舌尖体验，独一无二的精神快感，  @喜茶HEYTEA ，一起搞事~
59,7,61,127,2017-11-24,#南京新店# 一个月时间，开了三家门店，目的就是希望能减少大家等待的时间 喜茶在南京的第三家店—大洋百货店，11月25日（明天）正式开业。开业当天，南京限定版会员卡同步开卖（大洋百货店、中央商场店有售），详情可到店咨询店员。新店地址：南京市中山南路122号大洋百货首层临街桃园眷村旁。明日...
72,5,22,99,2017-11-23,#喜茶深圳2周年#  喜茶进驻深圳2周年啦，很高兴在你们的见证下，喜茶完成了从1到19的蜕变。从明天起，在喜茶深圳任意门店购买茶饮，都能获赠「 喜茶进驻深圳2周年纪念杯套 」，一起感受这份我们共同创造的「深圳记忆」。
36,12,92,140,2017-11-23,欢迎来到喜茶星球，我们希望用一杯好茶激发您的一份灵感。 1.目前我们旗下仅有「喜茶」和「喜茶热麦」两个品牌，除此之外所有与此类似或添加前后缀的品牌均与我们无关。我司拥有「喜茶HEYTEA」与「喜茶热麦」的完整商标权，对于任何企业或个人侵犯喜茶注册商标专用权的行为，我们都将予以打击，并追究...
45,2,22,69,2017-11-22,一百多斤说  的微博: 冬日咖啡色调之喜茶 @喜茶HEYTEA
59,12,137,208,2017-11-21,#喜茶深圳2周年#  2015年12月，深圳第一家喜茶在海岸城开业。到现在，已经快2年了，从最初只有1家店到现在快20家门店，感谢你们一路陪伴。2年间，你和喜茶发生了哪些故事呢？欢迎在评论中与我们分享，入选者将入选官微推送并获赠喜茶任意赠饮一杯。
46,80,62,188,2017-11-17,#HEYTEA JOURNEY#  去凯恩斯水族馆与鲨鱼共进午餐，在帕罗利拉公园感受宫崎骏画笔下的天空之城，抱着考拉溜溜袋鼠。 喜茶君和好盆友 @澳大利亚昆士兰旅游  来招募昆士兰同游小伙伴啦~报名详情见图！欢迎勇敢，有趣并善于发现生活灵感瞬间的你来与我们同行~  另外，转发本条活动微博并...
69,6,43,118,2017-11-16,#深圳新店#  喜茶在罗湖的第三家店—金光华店，今日营业中。全透明环形外观+浪漫的波浪编织藤椅，交叠出时髦与浪漫。地面层预留了大面积公共空间，欢迎各位茶客前来放松小憩。（11.16-11.19，全场买一送一，详情请咨询店员）地址： 人民南路金光华广场外露天区域圆形玻璃屋位置 电话： 0755-25104301...
87,19,256,362,2017-11-15,难过的时候，不要忘记，你的生活还有满杯红柚  你也喜欢满杯红柚吗？我请你喝 评论抽出5位小迷妹or迷弟送出满杯红柚一杯～ 同时也非常欢迎各位迷弟迷妹大力晒出你的红柚买家秀噢
121,10,104,235,2017-11-11,今日，11.11，喜茶南京中央商场店&苏州中心店、佛山岭南站店，三店齐开[加油]买买买累了停下来喝杯茶，也不错
53,6,38,97,2017-11-10,#喜茶星球店#  柚见双11，喜茶君的好朋友miss红柚小姐已经在摩拳擦掌，准备向双11势力低头啦~购物车已超载的miss红柚小姐，不忘给各位可爱的败家宝宝们带来了喜茶全新「 喜茶·柚见 」满杯红柚系列周边。商城还有双十一特价秒杀活动，详情及购买链接请见→ 11.11，我们柚见面了
27,5,119,151,2017-11-09,欢迎来到喜茶星球，我们希望用一杯好茶激发您的一份灵感。 1.目前我们旗下仅有「喜茶」和「喜茶热麦」两个品牌，除此之外所有与此类似或添加前后缀的品牌均与我们无关。我司拥有「喜茶HEYTEA」与「喜茶热麦」的完整商标权，对于任何企业或个人侵犯喜茶注册商标专用权的行为，我们都将予以打击，并追究...
58,5,25,88,2017-11-08,#热麦新品#  芋泥条、芒芒包、紫薯麻薯双拼等多款新品欧包，现已登陆以下喜茶热麦：广州｜惠福东路热麦店、兴盛路热麦店，深圳｜卓越IN TOWN热麦店、天安数码城热麦店  前往HEYTEA MIX 喜茶热麦，感受吃包的快乐。
70,68,61,199,2017-11-08,停下匆忙的脚步买一杯喜茶，停下快节奏的生活看一段视频，用持久弥香来记录此刻时光，这生活看起来很cool～ @喜茶HEYTEA  携手 @腾讯视频  和你一起 #不负好时光# 。关注并转发本微博，我们将抽出5位小伙伴送出腾讯视频月卡一张
83,24,93,200,2017-11-07,喜茶小广播插播一则消息：又到了要说再见的时候了 我们的芒芒2.0选用的美国品种芒果季节已渐到尾声，产量剧减，口感也不复甜美可人。目前我们虽找到了少量口感上乘的芒果（热麦芒芒包可继续售卖），但这个数量不足以支撑饮品芒芒2.0继续售卖。所以，11月8日（明日）芒芒2.0将正式下架。相信，就会...
16,3,19,38,2017-11-06,喜茶  的微博: #喜茶南京#  金陵印象，南京初见。喜茶会员卡「南京限定版」，采用从古时延续下来的火漆封缄工艺，手工制作，11月4日起，南京水游城店有售。限量1000张，售完即止，详情可咨询店员。转发此条，抽3位粉丝，赠送喜茶南京会员卡。
241,24,166,431,2017-11-04,喜茶在南京的第一位客人是一个17岁的高中生小男孩，他带着爸爸，一起见证了他在南京的第一杯喜茶 很开心，喜茶能走进南京朋友的生活，谢谢你们的厚爱，今天，你在水游城喝到第一杯喜茶了吗？
258,637,506,1401,2017-11-03,#喜茶南京#  金陵印象，南京初见。喜茶会员卡「南京限定版」，采用从古时延续下来的火漆封缄工艺，手工制作，11月4日起，南京水游城店有售。限量1000张，售完即止，详情可咨询店员。转发此条，抽3位粉丝，赠送喜茶南京会员卡。
72,11,49,132,2017-11-03,#喜茶南京#  金陵记忆，南京况味。摒弃繁冗与喧哗，极简干净的茶饮空间，凝聚了现代禅意的美学风格，喜茶南京首店水游城店，11月4日，正式揭开帷幕，欢迎大家来饮茶。 喜茶(水游城店)：南京市建康路1号鹏欣水游城B1层T09-T11-1（GODIVA旁） 电话:  025-82233675
43,47,43,133,2017-10-31,Happy Halloween！呆萌南瓜圈也出街吓唬人了，转发这只南瓜圈， @陪你过万圣节的小伙伴 ，我们将抽取10位粉丝，赠送喜茶热麦南瓜圈圈欧包一只。（仅限喜茶热麦店自提）
92,4,27,123,2017-10-31,最近，一条几个月前的新闻再次引发了诸多转载。报道中认为市面上一些奶茶含糖量偏高，且饮品中普遍含有咖啡因。原报道中对喜茶提到的不多，但在转载中大部分标题里都直接出现了喜茶，因此我们统一做个回应。
60,11,49,120,2017-10-31,逶迤带绿水，迢递起朱楼。 猜猜喜茶君现在在哪？
36,5,88,129,2017-10-30,#灵感之茶#  街边偶遇的落叶 + 和煦的阳光 + 一杯____ = 完美的秋天午后？ A、金凤茶王 B、满杯金菠萝 C、芝芝芒芒2.0 D、金桂  E...
27,3,39,69,2017-10-30,欢迎来到喜茶星球，我们希望用一杯好茶激发您的一份灵感。 1.目前我们旗下仅有「喜茶」和「喜茶热麦」两个品牌，除此之外所有与此类似或添加前后缀的品牌均与我们无关。我司拥有「喜茶HEYTEA」与「喜茶热麦」的完整商标权，对于任何企业或个人侵犯喜茶注册商标专用权的行为，我们都将予以打击，并追究...
49,0,37,86,2017-10-27,深圳的朋友请注意：由于宝安壹方城商场今天会进行封场清理，故喜茶壹方城店也会暂停营业一天，想饮茶的朋友可以到其他分店购买，请勿走空。明天（10.28）壹方城店将会与商场同步正式开业，我们明天再约
49,7,14,70,2017-10-26,蜜炼川贝yangyangyang  的微博: 🍂 今日份喜茶 @喜茶HEYTEA
78,0,9,87,2017-10-25,今天我升级为VIP5了
70,10,138,218,2017-10-24,#Be pink，Be yourself# 不随波逐流，不自我设限，不妄自菲薄，勇敢去做自己想做的事，成为自己想成为的人，愿你最勇敢的模样，不止留在粉红丝带月。女孩们，和喜茶君分享一个你最勇敢的瞬间吧，评论抽出5名勇敢的女孩儿送出满杯红柚一杯（免排队）   @第一财经周刊
52,0,13,65,2017-10-23,#灵感之茶# 随机与计划，噪音与和谐，喜茶广州百信广场店装置艺术—「Jungle丛林90」正在展映中。来自纽约大学的年轻艺术家3r1c用自然算法（nature of code）编写了一组程序，为喜茶带来一件自我衍生艺术(Generative art)多媒体作品，如同丛林穿行，视野之外，未知景色，持续延伸。  广州·百信广场     显示地图
27,5,5,37,2017-10-23,第一财经YiMagazine  的微博: 胸部对于女性来说是一个如影随形的亲密朋友，还是一个甜蜜的负担？在10月“粉红丝带月”期间，《第一财经周刊》发起了一场 #Be pink  Be yourself# 活动，推出Pink特刊（2017.10.23出刊），愿你最自信的模样，不止留在粉红丝带月。一财君还联合了北上深三地的Pink小伙伴  @喜茶HEYTEA   @上海K11   @野兽派花 ...
